ingredient,effect,reason
portuguese hot pepper sauce,negative,"Can be very high in sodium, which contributes to high blood pressure."
portuguese linguica sausage,very negative,"Processed red meat, very high in both saturated fat and sodium."
portuguese sausage,very negative,"Processed red meat, very high in both saturated fat and sodium."
potato,positive,"Good source of potassium, which helps manage blood pressure."
potato cooking water,neutral,
potato flake,neutral,
potato flour,neutral,
potato starch,neutral,
poultry seasoning,neutral,
powdered milk,negative,"If made from whole milk, it is a source of saturated fat."
prawn,positive,A source of lean protein and omega-3 fatty acids.
processed american cheese,very negative,Highly processed and very high in sodium and saturated fat.
processed cheese sauce,very negative,Highly processed and very high in sodium and unhealthy fats.
provolone cheese,negative,High in saturated fat and sodium.
prune,positive,"Excellent source of soluble fiber and potassium, which benefit heart health."
puff pastry,very negative,"Typically made with butter or shortening, making it very high in saturated and/or trans fats."
puff pastry sheet,very negative,"Typically made with butter or shortening, making it very high in saturated and/or trans fats."
pulled pork,very negative,"Made from fatty pork and often prepared with high-sodium, high-sugar sauces."
pumpkin,positive,"Excellent source of potassium, fiber, and heart-healthy antioxidants like beta-carotene."
pumpkin puree,positive,"Excellent source of potassium, fiber, and heart-healthy antioxidants like beta-carotene."
purple daikon radish,positive,A vegetable rich in fiber and antioxidants.
purple food coloring,neutral,
purple onion,positive,Contains antioxidants like quercetin that support cardiovascular health.
purslane,positive,A leafy green that is a rare plant-based source of omega-3 fatty acids.
quail egg,neutral,
quark,neutral,
queijo coalho cheese curd,negative,"A type of cheese, which is high in saturated fat and sodium."
queso chanco,negative,"A type of cheese, which is high in saturated fat and sodium."
queso fresco,negative,"A source of saturated fat and sodium, though often less than aged cheeses."
quick cooking oat,positive,"Excellent source of soluble fiber (beta-glucan), which helps lower cholesterol."
quick rise yeast,neutral,
quince,positive,A fruit that provides heart-healthy fiber and antioxidants.
quince paste,negative,Typically contains a very high amount of added sugar.
quinoa,positive,"A whole grain rich in fiber, protein, and heart-healthy fats."
rabbit,positive,"A lean source of protein, low in saturated fat compared to red meat."
radish,positive,Low-calorie vegetable that provides fiber and antioxidants.
raisin,positive,"Good source of fiber and potassium, but should be consumed in moderation due to high sugar content."
ramen noodle,very negative,"Typically highly processed, made from refined flour, and served with very high-sodium seasoning packets."
rapeseed oil,positive,"High in monounsaturated fats and a source of omega-3 fatty acids, which are beneficial for heart health."
raspberry,positive,"Rich in fiber, antioxidants, and vitamins, which help reduce inflammation and improve heart health."
raspberry flavored soda water,neutral,
raspberry jam,negative,"High in added sugar, which can contribute to weight gain and poor metabolic health."
recao,neutral,
recaito,negative,Commercially prepared versions are often very high in sodium.
red bean curd,negative,Typically preserved in brine and is very high in sodium.
red bean paste,negative,Typically contains a high amount of added sugar.
red bell pepper,positive,"Rich in antioxidants, potassium, and vitamins A and C, which support heart health."
red cabbage,positive,High in fiber and heart-protective antioxidants like anthocyanins.
red candied cherry,very negative,Extremely high in added sugar with minimal nutritional value.
red caviar,negative,"While a source of omega-3s, it is extremely high in sodium and cholesterol."
red chile,positive,"Contains capsaicin, which may have anti-inflammatory and antioxidant benefits."
red chile flake,positive,"Contains capsaicin, which may have anti-inflammatory and antioxidant benefits."
red chile paste,negative,Commercially prepared versions are often very high in sodium.
red chile pepper,positive,"Contains capsaicin, which may have anti-inflammatory and antioxidant benefits."
red chile powder,positive,"Contains capsaicin, which may have anti-inflammatory and antioxidant benefits."
red chile sauce,negative,Commercially prepared versions are often high in sodium and sometimes added sugar.
red chili pepper,positive,"Contains capsaicin, which may have anti-inflammatory and antioxidant benefits."
red chili powder,positive,"Contains capsaicin, which may have anti-inflammatory and antioxidant benefits."
red cooking wine,negative,"Contains very high levels of sodium, added for preservation."
red currant,positive,"A good source of fiber, antioxidants, and vitamin C."
red currant jam,negative,High in added sugar.
red curry paste,negative,Commercially prepared versions are typically very high in sodium.
red food color,neutral,
red food coloring,neutral,
red grape,positive,Contains heart-healthy antioxidants like resveratrol and polyphenols.
red kidney bean,positive,"Excellent source of soluble fiber, plant-based protein, and potassium, which help lower cholesterol and blood pressure."
red lentil,positive,"Rich in fiber, plant-based protein, and folate, which are beneficial for heart health."
red miso,negative,"While fermented foods can be beneficial, miso is typically very high in sodium."
red onion,positive,"Contains heart-healthy antioxidants, such as quercetin, which has anti-inflammatory properties."
red pepper,positive,"Rich in antioxidants like vitamin C (bell peppers) or capsaicin (chili peppers), both beneficial for heart health."
red pepper flake,positive,"Contains capsaicin, which may have anti-inflammatory and antioxidant benefits."
red potato,positive,"A good source of potassium and fiber (especially with skin), which can help manage blood pressure."
red skinned potato,positive,"A good source of potassium and fiber (especially with skin), which can help manage blood pressure."
red snapper,positive,"A lean source of protein and omega-3 fatty acids, which are beneficial for heart health."
red table wine,positive,"Moderate consumption may be beneficial due to antioxidants like resveratrol, but excessive intake is harmful."
red thai curry paste,negative,Commercially prepared versions are typically very high in sodium.
red wine,positive,"Moderate consumption may be beneficial due to antioxidants like resveratrol, but excessive intake is harmful."
red wine vinegar,positive,May help with blood sugar control and is a sodium-free way to add flavor.
refrigerated pie crust,very negative,"Usually made with refined flour, high in unhealthy fats (saturated or trans fats) and sodium."
rennet tablet,neutral,
rhubarb,positive,Good source of fiber and antioxidants.
rib eye steak,very negative,"A fatty cut of red meat, very high in saturated fat, which is linked to increased LDL (bad) cholesterol."
rice,negative,White rice is a refined carbohydrate that can raise blood sugar levels and lacks the fiber of whole grains.
rice cereal,negative,"Typically made from refined rice and often contains added sugars, lacking significant fiber."
rice flour,neutral,
rice noodle,neutral,
rice paper wrapper,neutral,
rice soup,neutral,
rice stick noodle,neutral,
rice vermicelli,neutral,
rice vermicelli noodle,neutral,
rice vinegar,neutral,
rice wine,negative,Alcohol consumption is a risk factor for high blood pressure and other cardiovascular issues.
rice wine vinegar,neutral,
rice wrapper,neutral,
ricotta cheese,negative,"Contains saturated fat, which can contribute to elevated LDL cholesterol levels."
rigatoni pasta,neutral,
ripe olive,positive,Source of heart-healthy monounsaturated fats and antioxidants.
roast beef,negative,"Red meat is a source of saturated fat, which can raise LDL cholesterol."
roasted red bell pepper,positive,"Rich in antioxidants, potassium, and vitamins which support heart health."
roasted red pepper,positive,"Rich in antioxidants, potassium, and vitamins which support heart health."
rock salt,very negative,"High sodium intake is a major cause of high blood pressure, a primary risk factor for cardiovascular disease."
rock sugar,negative,"High intake of added sugars contributes to obesity, inflammation, and high triglycerides, all risk factors for heart disease."
rolled oat,positive,"Excellent source of soluble fiber (beta-glucan), which helps lower LDL (bad) cholesterol."
roma plum tomato,positive,"Rich in lycopene, potassium, and antioxidants, which are linked to a lower risk of heart disease."
roma tomato,positive,"Rich in lycopene, potassium, and antioxidants, which are linked to a lower risk of heart disease."
romaine lettuce,positive,"A leafy green low in calories and high in fiber, folate, and antioxidants, which support cardiovascular health."
romaine lettuce leaf,positive,"A leafy green low in calories and high in fiber, folate, and antioxidants, which support cardiovascular health."
romano,negative,"High in both sodium and saturated fat, which can increase blood pressure and LDL cholesterol."
romano cheese,negative,"High in both sodium and saturated fat, which can increase blood pressure and LDL cholesterol."
rose extract,neutral,
rose petal,neutral,
rose petal powder,neutral,
rose water,neutral,
rosemary,positive,Contains antioxidants and anti-inflammatory compounds that may improve circulation and heart health.
rotelle pasta,neutral,
rotini pasta,neutral,
round steak,negative,"Red meat is a source of saturated fat, which can raise LDL cholesterol."
rum,negative,Excessive alcohol consumption is a risk factor for high blood pressure and other cardiovascular issues.
rum cream liqueur,very negative,"Combines alcohol with high amounts of sugar and saturated fat, all of which are detrimental to cardiovascular health."
rum flavored extract,neutral,
rum flavoring,neutral,
rump roast,negative,"Red meat is a source of saturated fat, which can raise LDL cholesterol."
russet potato,neutral,
rutabaga,positive,"Good source of fiber, potassium, and antioxidants, which support blood pressure control and heart health."
rye flake,positive,"A whole grain rich in fiber, which helps lower cholesterol and improve blood sugar control."
rye flour,positive,"Whole grain rye flour is rich in fiber, which helps lower cholesterol and improve blood sugar control."
saffron,positive,Contains antioxidants that may help lower cholesterol and blood pressure.
saffron powder,positive,Contains antioxidants that may help lower cholesterol and blood pressure.
saffron thread,positive,Contains antioxidants that may help lower cholesterol and blood pressure.
sage,positive,Contains antioxidants and anti-inflammatory compounds that may have a beneficial effect on cholesterol levels.
sake,negative,Alcohol consumption is a risk factor for high blood pressure and other cardiovascular issues.
salam leaf,neutral,
salami,very negative,"A processed meat high in sodium, saturated fat, and nitrates, strongly linked to increased risk of heart disease."
salmon,positive,"Rich in omega-3 fatty acids, which can lower blood pressure, reduce triglycerides, and decrease heart disease risk."
salmon fillet,positive,"Rich in omega-3 fatty acids, which can lower blood pressure, reduce triglycerides, and decrease heart disease risk."
salsa,positive,"Typically made from heart-healthy vegetables like tomatoes and onions, but commercial versions can be high in sodium."
salt,very negative,"High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease."
salt beef,very negative,"A processed red meat that is extremely high in sodium and saturated fat, both linked to increased cardiovascular risk."
salt pork,very negative,Cured meat product with very high levels of sodium and saturated fat.
saltine cracker,negative,Made from refined flour and typically high in sodium.
sambal oelek,negative,"While made from chili peppers, it is extremely high in sodium."
sardine,positive,"Excellent source of omega-3 fatty acids, which are highly beneficial for heart health."
sashimi grade tuna,positive,A good source of lean protein and heart-healthy omega-3 fatty acids.
sauce,neutral,
sauerkraut,negative,"While fermented, it is prepared with a large amount of salt, making it very high in sodium."
sausage,very negative,"Processed meat high in saturated fat, sodium, and preservatives, all strongly linked to cardiovascular disease."
sausage casing,neutral,
savory,neutral,
savoy cabbage,positive,"A leafy green vegetable rich in fiber, vitamins, and antioxidants that support heart health."
sazon seasoning,very negative,A commercial seasoning blend that is typically extremely high in sodium.
scallion,positive,"Part of the allium family (like onions), which contains compounds beneficial for heart health."
scallop,positive,"A lean source of protein, low in saturated fat, and contains some omega-3 fatty acids."
scotch bonnet chile,positive,"Contains capsaicin, which may have benefits for blood pressure and cholesterol."
scotch bonnet chile pepper,positive,"Contains capsaicin, which may have benefits for blood pressure and cholesterol."
scotch bonnet hot sauce,negative,"While the peppers are beneficial, commercial hot sauces are typically very high in sodium."
scotch bonnet pepper,positive,"Contains capsaicin, which may have benefits for blood pressure and cholesterol."
sea bass,positive,A type of fish that provides heart-healthy omega-3 fatty acids.
sea bass fillet,positive,A type of fish that provides heart-healthy omega-3 fatty acids.
sea salt,very negative,"Despite marketing, it is chemically the same as table salt (sodium chloride) and has the same negative impact on blood pressure."
sea scallop,positive,"A lean source of protein, low in saturated fat, and contains some omega-3 fatty acids."
seafood seasoning,very negative,A commercial seasoning blend that is typically extremely high in sodium.
seafood stock,negative,Commercially prepared stocks are often very high in sodium.
seasoned rice vinegar,negative,"Contains added sodium and sugar, unlike plain rice vinegar."
seasoned salt,very negative,"Its primary ingredient is salt, making it extremely high in sodium."
seasoning salt,very negative,"Its primary ingredient is salt, making it extremely high in sodium."
self rising cornmeal,negative,A refined grain product that contains sodium-based leavening agents.
self rising flour,negative,A refined carbohydrate that contains sodium-based leavening agents.
seltzer water,neutral,
semi sweet chocolate chip,positive,"Contains cocoa flavonoids which can benefit heart health, but also contains sugar and fat; best in moderation."
semisweet baking chocolate,positive,"Contains cocoa flavonoids which can benefit heart health, but also contains sugar and fat; best in moderation."
semisweet chocolate,positive,"Contains cocoa flavonoids which can benefit heart health, but also contains sugar and fat; best in moderation."
semisweet chocolate bar,positive,"Contains cocoa flavonoids which can benefit heart health, but also contains sugar and fat; best in moderation."
semisweet chocolate chip,positive,"Contains cocoa flavonoids which can benefit heart health, but also contains sugar and fat; best in moderation."
semolina,negative,"A refined wheat flour, which lacks fiber and can negatively impact blood sugar levels."
semolina flour,negative,"A refined wheat flour, which lacks fiber and can negatively impact blood sugar levels."
serrano,positive,"A chili pepper containing capsaicin, which may have benefits for blood pressure and cholesterol."
serrano chile,positive,"Contains capsaicin, which may have benefits for blood pressure and cholesterol."
serrano chile pepper,positive,"Contains capsaicin, which may have benefits for blood pressure and cholesterol."
serrano ham,very negative,"A cured, processed meat that is very high in sodium and saturated fat."
serrano pepper,positive,"Contains capsaicin, which may have benefits for blood pressure and cholesterol."
sesame oil,positive,"Rich in unsaturated fats, which are beneficial for cholesterol levels and overall heart health."
sesame seed,positive,"A good source of fiber, healthy fats, and compounds that may help lower cholesterol."
sesame seed hamburger bun,negative,"Typically made from refined white flour, a simple carbohydrate with little fiber."
seville orange marmalade,negative,"High in added sugar, a risk factor for obesity, inflammation, and high triglycerides."
shallot,positive,Contains antioxidants and compounds that may help lower blood pressure and cholesterol.
shaoxing rice wine,neutral,
sheeps milk feta cheese,negative,"High in sodium and saturated fat, which can contribute to high blood pressure and cholesterol."
sherry,neutral,
sherry vinegar,positive,Can help with blood sugar control and adds flavor without sodium or fat.
sherry wine,neutral,
shichimi togarashi,positive,"A spice blend containing capsaicin from chili peppers, which can have cardiovascular benefits, and adds flavor without sodium."
shiitake mushroom,positive,Contains compounds like beta-glucans that can help lower cholesterol.
shoestring potato stick,very negative,"Typically deep-fried, high in sodium, unhealthy fats, and refined carbohydrates."
short grain brown rice,positive,"A whole grain rich in fiber, which helps lower cholesterol and manage blood sugar."
short grain rice,neutral,
short grain white rice,negative,A refined carbohydrate with a high glycemic index and low fiber content.
shortening,very negative,"A solid fat, often high in unhealthy saturated or trans fats, which raise bad (LDL) cholesterol."
shrimp,positive,A good source of lean protein and omega-3 fatty acids; low in saturated fat.
shrimp paste,very negative,"Extremely high in sodium, a major contributor to high blood pressure."
sichuan pepper,positive,A spice that adds flavor without sodium and may have anti-inflammatory properties.
silken tofu,positive,A soy product low in saturated fat; soy protein can help lower LDL cholesterol.
silver tequila,neutral,
simple syrup,very negative,"A concentrated source of added sugar, which is a major risk factor for cardiovascular disease."
sirloin,negative,"A cut of red meat, which is a source of saturated fat and linked to increased cardiovascular risk."
sirloin steak,negative,"A cut of red meat, which is a source of saturated fat and linked to increased cardiovascular risk."
sirloin tip,negative,"A cut of red meat, which is a source of saturated fat and linked to increased cardiovascular risk."
skewer,neutral,
skinless chicken breast,positive,A lean source of protein that is low in saturated fat.
skirt steak,negative,"A fatty cut of red meat, high in saturated fat."
small shrimp,positive,A good source of lean protein and omega-3 fatty acids; low in saturated fat.
small white bean,positive,"Excellent source of soluble fiber, plant-based protein, and minerals that support heart health."
smelt,positive,An oily fish rich in heart-healthy omega-3 fatty acids.
smoked ham,very negative,"A processed meat high in sodium and preservatives, strongly linked to increased cardiovascular risk."
smoked ham hock,very negative,"A processed meat high in sodium, saturated fat, and preservatives."
smoked paprika,positive,A spice that provides flavor and antioxidants without adding sodium.
smoked pork chop,very negative,A processed meat high in sodium and preservatives.
smoked salmon,negative,"Very high in sodium due to the curing and smoking process, which can increase blood pressure."
smoked sausage,very negative,"A processed meat high in saturated fat, sodium, and preservatives."
smoked tempeh bacon,negative,"While plant-based, it is often highly processed and very high in sodium."
snap pea,positive,"A good source of fiber, vitamins, and minerals."
snow pea,positive,"A good source of fiber, vitamins, and minerals."
snow pea pod,positive,"A good source of fiber, vitamins, and minerals."
soba noodle,positive,"Made from buckwheat, which contains fiber and flavonoids beneficial for heart health."
soaked in cold water,neutral,
soaked in water,neutral,
sofrito,positive,"Typically made from a base of heart-healthy vegetables like tomatoes, onions, and garlic."
sofrito sauce,positive,"Based on heart-healthy vegetables, but sodium content can vary in commercial versions."
soft brown sugar,negative,"A form of added sugar, which contributes to cardiovascular disease risk when consumed in excess."
solid white tuna,positive,"A good source of omega-3 fatty acids, but choose low-sodium versions packed in water."
sour cherry,positive,Rich in antioxidants and anti-inflammatory compounds that may benefit heart health.
sour cherry preserve,negative,"High in added sugar, which negates many of the fruit's health benefits."
sour cream,negative,High in saturated fat.
sour manioc starch,negative,A refined starch with a high glycemic index and minimal nutritional value.
soy based liquid seasoning,negative,"Typically very high in sodium, which can increase blood pressure, a major risk factor for cardiovascular disease."
soy milk,positive,"Unsweetened versions are low in saturated fat and a source of polyunsaturated fats, which can help lower LDL cholesterol."
soy sauce,negative,"Extremely high in sodium, which contributes to high blood pressure."
soy sauce flavored ramen noodle,very negative,"Typically very high in sodium, refined carbohydrates, and unhealthy fats, all of which are detrimental to cardiovascular health."
soybean sprout,positive,"A good source of fiber and vitamins, low in calories and fat, contributing to a heart-healthy diet."
spaghetti,neutral,
spanish chorizo,very negative,"A processed meat high in saturated fat and sodium, both strongly linked to increased risk of cardiovascular disease."
spanish chorizo sausage,very negative,"A processed meat high in saturated fat and sodium, both strongly linked to increased risk of cardiovascular disease."
spanish chorizo sausage link,very negative,"A processed meat high in saturated fat and sodium, both strongly linked to increased risk of cardiovascular disease."
spanish octopus,positive,"A lean source of protein and omega-3 fatty acids, which are beneficial for heart health."
spanish olive,positive,"Rich in heart-healthy monounsaturated fats, which can help lower bad cholesterol. However, brine can be high in sodium."
spanish onion,positive,Contains antioxidants and compounds like quercetin that may help reduce blood pressure and inflammation.
spanish peanut,positive,"Good source of heart-healthy monounsaturated fats, fiber, and protein. Unsalted varieties are best."
spanish serrano ham,very negative,"A cured, processed meat high in sodium and saturated fat, increasing the risk of hypertension and high cholesterol."
spanish smoked paprika,neutral,
spanish style chorizo,very negative,"A processed meat high in saturated fat and sodium, both strongly linked to increased risk of cardiovascular disease."
spanish style olive,positive,"Rich in heart-healthy monounsaturated fats, which can help lower bad cholesterol. However, brine can be high in sodium."
spanish yellow rice mix,negative,"Typically high in sodium and refined carbohydrates, which can negatively impact blood pressure and blood sugar levels."
sparkling mineral water,neutral,
sparkling water,neutral,
spelt flour,positive,"A whole grain flour rich in fiber, which can help lower cholesterol and improve heart health compared to refined flours."
spicy brown mustard,neutral,
spinach,positive,"Rich in nitrates, potassium, and antioxidants, which help lower blood pressure and improve blood vessel function."
split pea,positive,"High in soluble fiber, which helps lower cholesterol, and a good source of plant-based protein."
sponge cake,negative,"High in refined sugar and flour, which can contribute to weight gain, high blood sugar, and elevated triglycerides."
spray,neutral,
spring garlic,positive,Contains compounds like allicin that may help lower cholesterol and blood pressure.
spring onion,positive,Contains antioxidants and flavonoids that support cardiovascular health.
spring roll wrapper,neutral,
spring water,neutral,
sprinkle,negative,"Primarily composed of sugar, which in excess contributes to negative cardiovascular outcomes."
squid,neutral,
sriracha hot sauce,negative,"High in sodium and often contains added sugar, which can contribute to high blood pressure."
sriracha sauce,negative,"High in sodium and often contains added sugar, which can contribute to high blood pressure."
star anise,neutral,
star anise pod,neutral,
steelhead trout fillet,positive,"An excellent source of omega-3 fatty acids, which are known to reduce inflammation, lower blood pressure, and decrease triglycerides."
stewed tomato,positive,"Rich in lycopene and potassium, which are beneficial for blood pressure and overall heart health. Watch for added sodium in processed versions."
straw mushroom,neutral,
strawberry,positive,"High in antioxidants (anthocyanins), fiber, and potassium, which help lower blood pressure and reduce oxidative stress."
strawberry flavored syrup,negative,"Typically very high in added sugars (like high-fructose corn syrup), which contribute to weight gain, inflammation, and elevated triglycerides."
strawberry jam,negative,"High in added sugar, which negatively impacts cardiovascular health when consumed in excess."
string,neutral,
sucralose sweetener,neutral,
sugar,very negative,"Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease."
sugar based curing mixture,very negative,"Combines high sugar content with curing agents like sodium and nitrates, both of which are detrimental to cardiovascular health."
sugar crystal,very negative,"A form of pure sugar; excess consumption is a major contributor to obesity, inflammation, and high triglycerides."
sugar snap pea,positive,"A good source of fiber, vitamins, and antioxidants, contributing to a heart-healthy diet."
sultana raisin,neutral,
sumac,positive,A spice rich in antioxidants that may have anti-inflammatory properties beneficial for heart health.
sumac powder,positive,"Rich in antioxidants which can help reduce inflammation, a risk factor for heart disease."
sun dried tomato,positive,"A concentrated source of lycopene and potassium, which are beneficial for heart health. However, some preparations can be high in sodium."
sunflower oil,positive,"High in unsaturated fats (polyunsaturated and monounsaturated) and vitamin E, which can help lower LDL cholesterol and reduce inflammation."
sunflower seed kernel,positive,"Excellent source of healthy unsaturated fats, vitamin E, magnesium, and fiber, all of which support cardiovascular health."
sunflower seed oil,positive,"High in unsaturated fats (polyunsaturated and monounsaturated) and vitamin E, which can help lower LDL cholesterol and reduce inflammation."
superfine sugar,very negative,"A refined sugar that contributes to weight gain, inflammation, high blood pressure, and elevated triglycerides, all major risk factors for heart disease."
sushi rice,negative,"A refined carbohydrate with a high glycemic index, which can negatively impact blood sugar levels and contribute to inflammation over time."
swanson chicken broth,negative,"Commercially prepared broths are typically very high in sodium, which can contribute to high blood pressure."
swedish anchovy,negative,"While a source of omega-3s, preserved anchovies are typically extremely high in sodium, which can significantly raise blood pressure."
swedish arrack punsch,negative,"An alcoholic liqueur high in sugar. Excessive alcohol and sugar intake are linked to high blood pressure, triglycerides, and other cardiovascular risks."
sweet bread roll,negative,"Typically made from refined flour and contains added sugar and unhealthy fats, contributing to poor blood sugar control and weight gain."
sweet cherry,positive,"Rich in potassium and antioxidants like anthocyanins, which help reduce inflammation and blood pressure."
sweet chili sauce,negative,"Typically very high in both added sugar and sodium, which are detrimental to cardiovascular health."
sweet corn,positive,"A source of dietary fiber and antioxidants, which can be beneficial for heart health as part of a balanced diet."
sweet corn kernel,positive,"A source of dietary fiber and antioxidants, which can be beneficial for heart health as part of a balanced diet."
sweet manioc starch,neutral,
sweet onion,positive,"Contains flavonoids like quercetin, which have antioxidant and anti-inflammatory properties beneficial for heart health."
sweet paprika,positive,"Rich in antioxidants, including carotenoids, which can help protect against oxidative stress."
sweet pea,positive,"Good source of heart-healthy fiber, plant-based protein, and micronutrients."
sweet potato,positive,"Excellent source of potassium, fiber, and antioxidants, which help regulate blood pressure and reduce inflammation."
sweet potato noodle,neutral,
sweet potato vermicelli,neutral,
sweet red chili sauce,negative,"Typically very high in both added sugar and sodium, which are detrimental to cardiovascular health."
sweet rice flour,negative,"A refined flour with a high glycemic index, which can negatively impact blood sugar control."
sweet soy sauce,negative,"Very high in both sodium from the soy sauce and added sugar, contributing to high blood pressure and other risk factors."
sweet spanish onion,positive,"Contains flavonoids like quercetin, which have antioxidant and anti-inflammatory properties beneficial for heart health."
sweet thai basil,positive,Contains beneficial plant compounds and antioxidants with anti-inflammatory properties.
sweet yellow onion,positive,"Contains flavonoids like quercetin, which have antioxidant and anti-inflammatory properties beneficial for heart health."
sweetened condensed milk,very negative,"Extremely high in added sugar and contains saturated fat, contributing to elevated triglycerides, weight gain, and increased LDL cholesterol."
swiss chard,positive,"Rich in potassium, magnesium, and dietary nitrates, which help lower blood pressure and improve blood vessel function."
swiss cheese,negative,"High in saturated fat and sodium, which can contribute to high cholesterol and blood pressure when consumed in excess."
szechuan peppercorn,neutral,
table cream,very negative,"High in saturated fat, which can raise LDL ('bad') cholesterol levels, a major risk factor for heart disease."
taco seasoning mix,negative,"Pre-made seasoning mixes are often very high in sodium, which can increase blood pressure."
tahini,positive,"Made from sesame seeds, it's a good source of healthy unsaturated fats, antioxidants, and minerals that support heart health."
tahini paste,positive,"Made from sesame seeds, it's a good source of healthy unsaturated fats, antioxidants, and minerals that support heart health."
tamari,negative,"A type of soy sauce that is very high in sodium, a major contributor to high blood pressure."
tamari sauce,negative,"A type of soy sauce that is very high in sodium, a major contributor to high blood pressure."
tamarind concentrate,positive,"A source of polyphenols and antioxidants, which may have anti-inflammatory and cholesterol-lowering benefits."
tamarind juice,positive,"A source of polyphenols and antioxidants, which may have anti-inflammatory and cholesterol-lowering benefits."
tamarind paste,positive,"A source of polyphenols and antioxidants, which may have anti-inflammatory and cholesterol-lowering benefits."
tamarind powder,positive,"A source of polyphenols and antioxidants, which may have anti-inflammatory and cholesterol-lowering benefits."
tamarind soup base,negative,"Commercial soup bases are typically very high in sodium, which can raise blood pressure."
tandoori masala,positive,"A blend of spices that are rich in antioxidants and have anti-inflammatory properties, assuming no excessive salt is added."
tangerine,positive,"Rich in vitamin C, flavonoids, and soluble fiber, which are beneficial for blood vessel health and cholesterol levels."
tangerine zest,positive,"Concentrated source of flavonoids like hesperidin, which have anti-inflammatory and antioxidant benefits for the cardiovascular system."
tapioca flour,neutral,
tapioca starch,neutral,
tarama,very negative,"Made from cured fish roe, it is extremely high in both sodium and dietary cholesterol, which are detrimental to heart health."
tarragon,neutral,
tart shell,neutral,
tea biscuit,neutral,
tempeh,neutral,
tempura batter mix,neutral,
tequila,neutral,
teriyaki sauce,neutral,
texas toast thick sliced bread,neutral,
textured vegetable protein,neutral,
thai basil,neutral,
thai basil leaf,neutral,
thai bird chile pepper,neutral,
thai chile,neutral,
thai chile pepper,neutral,
thai fish sauce,neutral,
thai green chile,neutral,
thai red curry paste,neutral,
thin rice noodle,neutral,
thousand island salad dressing,neutral,
thyme,neutral,
thyme leaf,neutral,
tiger prawn,neutral,
tilapia,neutral,
tilapia fillet,neutral,
toenjang,neutral,
tofu,neutral,
tom yum paste,neutral,
tomato,neutral,
tomato juice,neutral,
tomato paste,neutral,
tomato puree,neutral,
tomato sauce,neutral,
tomato soup,neutral,
toothpick,neutral,
top round steak,neutral,
top sirloin steak,neutral,
triple sec,neutral,
tsaoko,neutral,
tuna,neutral,
tuna steak,neutral,
turbinado sugar,neutral,
turkey,neutral,
turkey carcass,neutral,
turkey hot dog,neutral,
turkey leg,neutral,
turkish bay leaf,neutral,
turmeric,neutral,
turmeric root,neutral,
turnip,neutral,
tzatziki sauce,neutral,
ube,neutral,
udon noodle,negative,"A refined carbohydrate that can raise blood sugar and triglyceride levels, which are risk factors for cardiovascular disease."
unbleached all purpose flour,negative,"A refined carbohydrate that can contribute to high blood sugar and triglycerides, lacking the fiber of whole grains."
unbleached flour,negative,"A refined carbohydrate that can contribute to high blood sugar and triglycerides, lacking the fiber of whole grains."
unflavored gelatin,neutral,
unsalted butter,very negative,"High in saturated fat, which significantly raises LDL ('bad') cholesterol levels, a major risk factor for atherosclerosis."
unsweetened baking chocolate,positive,"Rich in cocoa flavanols, which are antioxidants that can improve blood pressure and blood vessel function."
unsweetened chocolate,positive,"Rich in cocoa flavanols, which are antioxidants that can improve blood pressure and blood vessel function."
unsweetened cocoa,positive,Concentrated source of heart-healthy flavanols that can help lower blood pressure and improve cholesterol levels.
unsweetened cocoa powder,positive,Concentrated source of heart-healthy flavanols that can help lower blood pressure and improve cholesterol levels.
unsweetened coconut flake,negative,"High in saturated fat, which can increase LDL ('bad') cholesterol levels."
unsweetened flaked coconut,negative,"High in saturated fat, which can increase LDL ('bad') cholesterol levels."
vanilla,neutral,
vanilla bean,neutral,
vanilla bean ice cream,very negative,"Very high in both saturated fat and added sugars, which contribute to high cholesterol, triglycerides, and obesity."
vanilla custard powder,negative,"Typically high in sugar and refined starches, which can negatively impact blood sugar and triglyceride levels."
vanilla extract,neutral,
vanilla ice cream,very negative,"Very high in both saturated fat and added sugars, which contribute to high cholesterol, triglycerides, and obesity."
vanilla powder,negative,"Often contains added sugars or maltodextrin, which can negatively impact blood glucose levels."
vanilla pudding mix,negative,"High in added sugars and refined starches, contributing to elevated blood sugar and triglycerides."
vanilla rum,negative,Contains alcohol and often added sugars. Excessive alcohol intake is a risk factor for high blood pressure and heart disease.
vanilla sugar,negative,"Is primarily sugar, and high intake of added sugar is linked to obesity, inflammation, and high triglycerides."
veal,negative,"A type of red meat, which is higher in saturated fat and cholesterol compared to poultry or fish."
veal cutlet,negative,"A type of red meat, which is higher in saturated fat and cholesterol compared to poultry or fish."
veal stock,negative,"Can be high in sodium and saturated fat, both of which are detrimental to cardiovascular health."
vegan butter,negative,"Often made with palm or coconut oil, which are high in saturated fat, or hydrogenated oils containing trans fats."
vegan margarine,negative,Can be high in saturated fats (from palm or coconut oil) or unhealthy trans fats from hydrogenation.
vegan white cheese,negative,"Typically high in saturated fat (from coconut oil), sodium, and refined starches."
vegetable bouillon,negative,"Extremely high in sodium, which can raise blood pressure."
vegetable bouillon powder,negative,"Extremely high in sodium, which can raise blood pressure."
