menu_title,positive,negative,very_negative,neutral,reasoning
Pork and Chicken Adobo,2,3,0,0,"chicken thigh (negative): Dark meat, which is higher in saturated fat than chicken breast, especially when consumed with the skin. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | soy sauce (negative): Extremely high in sodium, which contributes to high blood pressure. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
Rappie Pie,4,2,1,0,"potato (positive): Good source of potassium, which helps manage blood pressure. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | chicken breast (positive): An excellent source of lean protein, low in saturated fat, which is a cornerstone of a heart-healthy diet. | chicken broth (negative): Commercially prepared versions are typically very high in sodium. Low-sodium or homemade versions can be positive. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | margarine (negative): Can be a source of saturated and trans fats (depending on the type), and is a highly processed food."
Portuguese Shrimp,6,3,1,0,"kosher salt (negative): High in sodium, which is a major contributor to high blood pressure. | parsley (positive): Rich in vitamin K and antioxidants, which support heart and blood vessel health. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | hot pepper sauce (negative): Typically very high in sodium, which outweighs the benefits of capsaicin for cardiovascular health. | ale (negative): Excessive alcohol consumption can lead to high blood pressure, heart failure, and increased triglycerides. | paprika (positive): Contains antioxidants like carotenoids, which help protect against oxidative stress. | extra virgin olive oil (positive): High in monounsaturated fats and antioxidants, which help lower bad (LDL) cholesterol and reduce inflammation. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | chicken bouillon (very negative): Extremely high in sodium, which significantly raises blood pressure. | shrimp (positive): A good source of lean protein and omega-3 fatty acids; low in saturated fat."
Puerto Rican Rice and Beans (Arroz con Gandules),6,3,1,0,"garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | sofrito (positive): Typically made from a base of heart-healthy vegetables like tomatoes, onions, and garlic. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | medium grain white rice (negative): A refined carbohydrate stripped of fiber, bran, and nutrients, which can negatively impact blood sugar. | gandule (positive): Pigeon peas are legumes high in heart-healthy fiber and plant-based protein. | chicken broth (negative): Commercially prepared versions are typically very high in sodium. Low-sodium or homemade versions can be positive. | adobo seasoning (negative): A salt-based seasoning, making it very high in sodium, which can raise blood pressure. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | cilantro (positive): An herb rich in antioxidants and vitamins that can help reduce inflammation and oxidative stress. | sazon seasoning (very negative): A commercial seasoning blend that is typically extremely high in sodium."
Hummingbird,1,2,1,0,"banana (positive): Very high in potassium, a key mineral for controlling blood pressure. | rum cream liqueur (very negative): Combines alcohol with high amounts of sugar and saturated fat, all of which are detrimental to cardiovascular health. | milk (negative): Unless specified as low-fat, milk (especially whole or 2%) is a significant source of saturated fat. | strawberry flavored syrup (negative): Typically very high in added sugars (like high-fructose corn syrup), which contribute to weight gain, inflammation, and elevated triglycerides."
Chi Chi Dango,1,2,1,0,"baking powder (negative): Contains sodium, which can contribute to high blood pressure when consumed in excess. | white sugar (very negative): High intake is strongly linked to inflammation, obesity, high triglycerides, and high blood pressure. | mochiko (negative): A refined carbohydrate that can raise blood sugar and triglycerides without providing significant fiber. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat."
Thai-Style Fragrant Rice,4,2,0,0,"ginger (positive): Contains anti-inflammatory and antioxidant compounds that may help lower blood pressure and cholesterol. | curry leaf (positive): An herb with potent antioxidant and anti-inflammatory properties. | lemongrass (positive): Contains antioxidants and has anti-inflammatory properties. | soy sauce (negative): Extremely high in sodium, which contributes to high blood pressure. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | jasmine rice (negative): A refined carbohydrate with a high glycemic index, which can negatively impact blood sugar levels when eaten frequently."
Vietnamese Caramelized Pork,7,2,2,0,"green onion (positive): Contains antioxidants and compounds that may help lower blood pressure and cholesterol. | green chile pepper (positive): Contains capsaicin, which has anti-inflammatory properties and may help improve circulation and lower blood pressure. | shallot (positive): Contains antioxidants and compounds that may help lower blood pressure and cholesterol. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | pork sparerib (negative): A fatty cut of red meat, high in saturated fat. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess. | sesame oil (positive): Rich in unsaturated fats, which are beneficial for cholesterol levels and overall heart health."
Russian Black Bread,7,4,1,0,"unsweetened cocoa powder (positive): Concentrated source of heart-healthy flavanols that can help lower blood pressure and improve cholesterol levels. | caraway seed (positive): A source of antioxidants and fiber; can be used to flavor food in place of salt. | cider vinegar (positive): May help improve blood sugar control and cholesterol levels, contributing to better cardiovascular health. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | dark corn syrup (negative): A highly processed sweetener with no nutritional benefits, contributing to cardiovascular risk factors. | brown sugar (negative): An added sugar, which contributes to inflammation, high triglycerides, and increased cardiovascular risk. | bread flour (negative): A refined flour that lacks the fiber and nutrients of whole grains, which are protective for the heart. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | instant coffee granule (positive): Contains antioxidants, and moderate consumption is associated with a lower risk of some cardiovascular events. | fennel seed (positive): A good source of fiber, potassium, and other nutrients that support blood pressure control. | margarine (negative): Can be a source of saturated and trans fats (depending on the type), and is a highly processed food. | rye flour (positive): Whole grain rye flour is rich in fiber, which helps lower cholesterol and improve blood sugar control."
Homemade Portuguese Chicken,8,1,1,0,"red pepper flake (positive): Contains capsaicin, which may have anti-inflammatory and antioxidant benefits. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | paprika (positive): Contains antioxidants like carotenoids, which help protect against oxidative stress. | chili powder (positive): Contains capsaicin from ground chiles, which may improve cardiovascular markers like blood pressure and cholesterol. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | lemon juice (positive): Source of vitamin C and antioxidants; can be used as a salt substitute to lower sodium intake. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | sea salt (very negative): Despite marketing, it is chemically the same as table salt (sodium chloride) and has the same negative impact on blood pressure. | oregano (positive): Rich in antioxidants that help combat inflammation and oxidative stress. | chicken leg quarter (negative): Dark meat with skin, which is higher in saturated fat and cholesterol compared to breast meat."
Penang Pork Satay,8,4,1,0,"kosher salt (negative): High in sodium, which is a major contributor to high blood pressure. | ginger (positive): Contains anti-inflammatory and antioxidant compounds that may help lower blood pressure and cholesterol. | chipotle chile powder (positive): Contains capsaicin from ground chiles, which may improve cardiovascular markers like blood pressure and cholesterol. | pork shoulder roast (negative): A fatty cut of red meat, high in saturated fat. | shallot (positive): Contains antioxidants and compounds that may help lower blood pressure and cholesterol. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | light brown sugar (negative): A form of added sugar, which is a risk factor for cardiovascular disease. | cayenne pepper (positive): Contains capsaicin, which may help improve circulation, reduce blood pressure, and lower cholesterol. | soy sauce (negative): Extremely high in sodium, which contributes to high blood pressure. | tamarind paste (positive): A source of polyphenols and antioxidants, which may have anti-inflammatory and cholesterol-lowering benefits. | cilantro (positive): An herb rich in antioxidants and vitamins that can help reduce inflammation and oxidative stress. | fish sauce (very negative): Extremely high in sodium, which is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | ancho chili powder (positive): Contains capsaicin and antioxidants, which have anti-inflammatory properties beneficial for heart health."
Easy Cuban Salad,9,1,1,0,"orange juice (negative): A concentrated source of sugar without the fiber of the whole fruit, which can negatively impact blood sugar and weight. | romaine lettuce (positive): A leafy green low in calories and high in fiber, folate, and antioxidants, which support cardiovascular health. | red onion (positive): Contains heart-healthy antioxidants, such as quercetin, which has anti-inflammatory properties. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | avocado (positive): Rich in heart-healthy monounsaturated fats and potassium, which help lower bad cholesterol and blood pressure. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | lemon juice (positive): Source of vitamin C and antioxidants; can be used as a salt substitute to lower sodium intake. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | lime juice (positive): Source of vitamin C and antioxidants; can be used as a salt substitute to lower sodium intake. | radish (positive): Low-calorie vegetable that provides fiber and antioxidants."
Indonesian Ratatouille with Tempeh,7,2,0,0,"shallot (positive): Contains antioxidants and compounds that may help lower blood pressure and cholesterol. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | okra (positive): High in soluble fiber, which helps lower cholesterol and manage blood sugar. | red bell pepper (positive): Rich in antioxidants, potassium, and vitamins A and C, which support heart health. | brown sugar (negative): An added sugar, which contributes to inflammation, high triglycerides, and increased cardiovascular risk. | habanero pepper (positive): Contains capsaicin, which may help lower blood pressure and cholesterol. | eggplant (positive): Rich in fiber, potassium, and antioxidants which can help lower blood pressure and cholesterol. | vegetable broth (negative): Commercially prepared versions are typically very high in sodium, a key contributor to high blood pressure. | canola oil (positive): High in monounsaturated fats and a source of omega-3s, which can help lower LDL (bad) cholesterol."
Jiddo's Fatayer Sabanegh (Spinach Triangles),9,0,3,0,"basil (positive): Rich in antioxidants and anti-inflammatory compounds that support cardiovascular health. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | white sugar (very negative): High intake is strongly linked to inflammation, obesity, high triglycerides, and high blood pressure. | lemon juice (positive): Source of vitamin C and antioxidants; can be used as a salt substitute to lower sodium intake. | mint leaf (positive): A herb that contains beneficial antioxidants. | garlic salt (very negative): Primarily salt, which is extremely high in sodium and a major contributor to high blood pressure. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | spinach (positive): Rich in nitrates, potassium, and antioxidants, which help lower blood pressure and improve blood vessel function. | whole wheat flour (positive): A whole grain flour high in fiber, beneficial for heart health."
Shrimp Mozambique,5,4,3,0,"parsley (positive): Rich in vitamin K and antioxidants, which support heart and blood vessel health. | beer (negative): Excessive alcohol consumption can lead to high blood pressure, heart failure, and increased triglycerides. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | white wine (negative): Excessive alcohol intake can lead to high blood pressure, heart failure, and stroke. | saffron (positive): Contains antioxidants that may help lower cholesterol and blood pressure. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | white rice (negative): A refined grain with a high glycemic index, linked to increased risk of metabolic syndrome. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | hot sauce (negative): Typically very high in sodium, which can increase blood pressure. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease. | shrimp (positive): A good source of lean protein and omega-3 fatty acids; low in saturated fat. | sazon seasoning (very negative): A commercial seasoning blend that is typically extremely high in sodium."
Jamaican Jerked Chicken,6,3,0,0,"orange juice (negative): A concentrated source of sugar without the fiber of the whole fruit, which can negatively impact blood sugar and weight. | ginger (positive): Contains anti-inflammatory and antioxidant compounds that may help lower blood pressure and cholesterol. | green onion (positive): Contains antioxidants and compounds that may help lower blood pressure and cholesterol. | chicken thigh (negative): Dark meat, which is higher in saturated fat than chicken breast, especially when consumed with the skin. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | jalapeno pepper (positive): Contains capsaicin, which has anti-inflammatory properties and may help improve circulation and lower blood pressure. | soy sauce (negative): Extremely high in sodium, which contributes to high blood pressure. | cinnamon (positive): Has anti-inflammatory properties and may help lower blood sugar, cholesterol, and triglycerides. | lime juice (positive): Source of vitamin C and antioxidants; can be used as a salt substitute to lower sodium intake."
Easy and Delicious Homemade Ricotta Cheese,1,1,1,0,"milk (negative): Unless specified as low-fat, milk (especially whole or 2%) is a significant source of saturated fat. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | lemon juice (positive): Source of vitamin C and antioxidants; can be used as a salt substitute to lower sodium intake."
Prawn Malai Curry,9,2,0,0,"ginger paste (positive): Contains gingerol, which has anti-inflammatory and antioxidant properties that may help lower blood pressure and cholesterol. | cardamom pod (positive): Contains antioxidants and may have properties that help lower blood pressure. | cayenne pepper (positive): Contains capsaicin, which may help improve circulation, reduce blood pressure, and lower cholesterol. | cardamom seed (positive): Contains antioxidants and may have properties that help lower blood pressure. | ghee (negative): A form of clarified butter that is very high in saturated fat, which can raise LDL (bad) cholesterol. | cinnamon (positive): Has anti-inflammatory properties and may help lower blood sugar, cholesterol, and triglycerides. | cinnamon stick (positive): Has anti-inflammatory properties and may help lower blood sugar, cholesterol, and triglycerides. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | garlic paste (positive): A convenient form of garlic that retains its heart-healthy compounds, assuming low sodium. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
Swedish Meatballs with Creamy Dill Sauce,7,7,3,0,"parsley (positive): Rich in vitamin K and antioxidants, which support heart and blood vessel health. | milk (negative): Unless specified as low-fat, milk (especially whole or 2%) is a significant source of saturated fat. | beef broth (negative): Commercial versions are typically very high in sodium, which can raise blood pressure. | unsalted butter (very negative): High in saturated fat, which significantly raises LDL ('bad') cholesterol levels, a major risk factor for atherosclerosis. | sour cream (negative): High in saturated fat. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | celery (positive): Contains potassium and compounds that may help lower blood pressure; it is also low in calories. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | bread crumb (negative): Typically made from refined white bread, which lacks fiber and can negatively impact blood sugar and heart health risk factors. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | lemon zest (positive): Contains beneficial flavonoids and fiber. | ground pork (negative): Can be high in saturated fat, contributing to elevated cholesterol levels. | ground beef (negative): A red meat high in saturated fat, which can raise LDL (bad) cholesterol. | white sugar (very negative): High intake is strongly linked to inflammation, obesity, high triglycerides, and high blood pressure. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation."
"Daddy Eddie's Roast Pork (Pernil), Puerto Rican-Style",4,1,1,0,"pork shoulder (negative): A fatty cut of red meat, high in saturated fat. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | oregano (positive): Rich in antioxidants that help combat inflammation and oxidative stress."
Wheat Flour Halva,3,1,2,0,"saffron (positive): Contains antioxidants that may help lower cholesterol and blood pressure. | cardamom (positive): Contains antioxidants and may have properties that help lower blood pressure. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease."
Mom's Stovetop Pork Ribs,6,2,0,0,"parsley (positive): Rich in vitamin K and antioxidants, which support heart and blood vessel health. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | soy sauce (negative): Extremely high in sodium, which contributes to high blood pressure. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | rosemary (positive): Contains antioxidants and anti-inflammatory compounds that may improve circulation and heart health. | lime (positive): Source of vitamin C and antioxidants. | oregano (positive): Rich in antioxidants that help combat inflammation and oxidative stress. | pork sparerib (negative): A fatty cut of red meat, high in saturated fat."
Lamingtons,1,3,3,0,"baking powder (negative): Contains sodium, which can contribute to high blood pressure when consumed in excess. | milk (negative): Unless specified as low-fat, milk (especially whole or 2%) is a significant source of saturated fat. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease."
Dutch Apple Pie with Oatmeal Streusel,4,2,3,0,"pie crust (very negative): Usually made with refined flour and either shortening (containing trans fats) or butter (high in saturated fat), both of which raise bad cholesterol. | cinnamon (positive): Has anti-inflammatory properties and may help lower blood sugar, cholesterol, and triglycerides. | rolled oat (positive): Excellent source of soluble fiber (beta-glucan), which helps lower LDL (bad) cholesterol. | brown sugar (negative): An added sugar, which contributes to inflammation, high triglycerides, and increased cardiovascular risk. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | lemon zest (positive): Contains beneficial flavonoids and fiber. | butter (very negative): High in saturated fat, which raises LDL (bad) cholesterol levels, a major risk factor for heart disease. | apple (positive): High in soluble fiber (pectin) and flavonoids, which help lower cholesterol and reduce heart disease risk."
Pebre,9,0,1,0,"garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | aji pepper (positive): Chili peppers contain capsaicin, which has anti-inflammatory properties and may support heart health. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | jalapeno pepper (positive): Contains capsaicin, which has anti-inflammatory properties and may help improve circulation and lower blood pressure. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | cilantro (positive): An herb rich in antioxidants and vitamins that can help reduce inflammation and oxidative stress. | lime (positive): Source of vitamin C and antioxidants. | red wine vinegar (positive): May help with blood sugar control and is a sodium-free way to add flavor. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation."
Cuban-Style Yuca,4,0,1,0,"garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | lemon juice (positive): Source of vitamin C and antioxidants; can be used as a salt substitute to lower sodium intake. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation."
Malaysian Mango Chicken Curry,7,4,0,0,"ginger (positive): Contains anti-inflammatory and antioxidant compounds that may help lower blood pressure and cholesterol. | cider vinegar (positive): May help improve blood sugar control and cholesterol levels, contributing to better cardiovascular health. | curry powder (positive): A blend of spices (like turmeric and cumin) with anti-inflammatory and antioxidant benefits. | soy sauce (negative): Extremely high in sodium, which contributes to high blood pressure. | chicken stock (negative): Commercially prepared versions are typically very high in sodium. Low-sodium or homemade versions can be positive. | chicken breast (positive): An excellent source of lean protein, low in saturated fat, which is a cornerstone of a heart-healthy diet. | green bell pepper (positive): Rich in antioxidants, including vitamin C, which help reduce inflammation and oxidative stress. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | brown sugar (negative): An added sugar, which contributes to inflammation, high triglycerides, and increased cardiovascular risk. | red bell pepper (positive): Rich in antioxidants, potassium, and vitamins A and C, which support heart health. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
Portuguese Sausage and Kale Soup (Caldo Verde),7,1,2,0,"potato (positive): Good source of potassium, which helps manage blood pressure. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | kale (positive): Rich in antioxidants, fiber, and potassium, which support heart health by lowering blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | linguica sausage (very negative): A processed sausage high in sodium and saturated fat, both major risk factors for heart disease. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | chicken broth (negative): Commercially prepared versions are typically very high in sodium. Low-sodium or homemade versions can be positive. | cannellini bean (positive): A legume rich in soluble fiber, potassium, and magnesium, which help lower cholesterol and blood pressure. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation."
Mamon (Sponge Cakes),3,4,2,0,"orange juice (negative): A concentrated source of sugar without the fiber of the whole fruit, which can negatively impact blood sugar and weight. | orange peel (positive): Rich in flavonoids like hesperidin, which may help lower cholesterol and blood pressure. | baking powder (negative): Contains sodium, which can contribute to high blood pressure when consumed in excess. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | egg white (positive): Excellent source of lean protein with no cholesterol or saturated fat. | vegetable oil (negative): This general term often refers to highly processed oils (like soy, corn) high in omega-6 fatty acids, which can be pro-inflammatory in excess."
Brazilian Quentao,4,1,1,0,"ginger (positive): Contains anti-inflammatory and antioxidant compounds that may help lower blood pressure and cholesterol. | cachaca (negative): Alcohol can raise blood pressure and triglyceride levels, and excessive intake is a risk factor for heart disease. | cinnamon stick (positive): Has anti-inflammatory properties and may help lower blood sugar, cholesterol, and triglycerides. | lime (positive): Source of vitamin C and antioxidants. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease."
Isa's Cola de Mono,3,2,1,0,"liquor (negative): Excessive alcohol consumption is a significant risk factor for high blood pressure and other cardiovascular diseases. | milk (negative): Unless specified as low-fat, milk (especially whole or 2%) is a significant source of saturated fat. | cinnamon stick (positive): Has anti-inflammatory properties and may help lower blood sugar, cholesterol, and triglycerides. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | sugar (very negative): Excess consumption is a major contributor to obesity, inflammation, high triglycerides, and insulin resistance, all key risk factors for cardiovascular disease. | instant coffee granule (positive): Contains antioxidants, and moderate consumption is associated with a lower risk of some cardiovascular events."
Ground Beef Stroganoff Casserole,4,4,1,0,"egg noodle (negative): Typically made from refined flour, which can negatively impact blood sugar and triglyceride levels. | ground beef (negative): A red meat high in saturated fat, which can raise LDL (bad) cholesterol. | sour cream (negative): High in saturated fat. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | mushroom (positive): Low in calories and sodium, and a good source of potassium and antioxidants. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | white wine (negative): Excessive alcohol intake can lead to high blood pressure, heart failure, and stroke."
Beef Empanadas with Olives and Raisins,8,3,1,0,"parsley (positive): Rich in vitamin K and antioxidants, which support heart and blood vessel health. | ground beef (negative): A red meat high in saturated fat, which can raise LDL (bad) cholesterol. | empanada pastry disc (negative): Typically made with refined flour and solid fats (like lard or butter), making it high in refined carbs and saturated fat. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | paprika (positive): Contains antioxidants like carotenoids, which help protect against oxidative stress. | egg (positive): Good source of protein and nutrients like choline. Dietary cholesterol in eggs has minimal impact on blood cholesterol for most people. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | pimento stuffed green olive (negative): While olives contain healthy fats, they are packed in brine, making them very high in sodium, which raises blood pressure. | onion (positive): Contains antioxidants like quercetin, which may help lower blood pressure and reduce inflammation. | raisin (positive): Good source of fiber and potassium, but should be consumed in moderation due to high sugar content."
Canadian Pork Loin Chops,9,4,1,0,"bread crumb (negative): Typically made from refined white bread, which lacks fiber and can negatively impact blood sugar and heart health risk factors. | garlic (positive): Well-known for its potential to help lower blood pressure and cholesterol. | cayenne pepper (positive): Contains capsaicin, which may help improve circulation, reduce blood pressure, and lower cholesterol. | paprika (positive): Contains antioxidants like carotenoids, which help protect against oxidative stress. | black pepper (positive): Contains piperine, an antioxidant that may help manage cholesterol levels and reduce inflammation. | maple syrup (negative): A form of added sugar, which contributes to risk factors like obesity and high triglycerides. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | garlic powder (positive): Dehydrated garlic that retains some beneficial compounds and is a good salt-free flavor alternative. | sea salt (very negative): Despite marketing, it is chemically the same as table salt (sodium chloride) and has the same negative impact on blood pressure. | mustard (negative): Prepared mustard is often high in sodium, which can increase blood pressure. | fennel seed (positive): A good source of fiber, potassium, and other nutrients that support blood pressure control. | brown sugar (negative): An added sugar, which contributes to inflammation, high triglycerides, and increased cardiovascular risk. | canola oil (positive): High in monounsaturated fats and a source of omega-3s, which can help lower LDL (bad) cholesterol. | onion powder (positive): A concentrated source of onion's beneficial compounds, like antioxidants."
Homemade Phyllo (or Filo) Dough,3,1,1,0,"salt (very negative): High sodium intake is a primary driver of high blood pressure, a major risk factor for cardiovascular disease. | olive oil (positive): A primary source of monounsaturated fats, which helps lower bad (LDL) cholesterol and reduce inflammation. | water (positive): Proper hydration is essential for maintaining blood volume and cardiovascular function, without adding calories, sugar, or fat. | all purpose flour (negative): A refined carbohydrate that lacks fiber and can contribute to higher blood sugar and triglycerides, increasing heart disease risk. | white wine vinegar (positive): May help improve blood sugar control and is a low-calorie, fat-free flavoring."
