menu_title,positive,negative,very_negative,neutral,reasoning
Russian Garden Salad,5,1,2,0,"romaine lettuce (positive): A low-potassium leafy green, good for salads. | sour cream (negative): High in phosphorus and potassium. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | lemon juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | cucumber (positive): Low in potassium and good for hydration. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets."
Simple Crème Brûlée Dessert,0,2,1,0,"sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | egg yolk (very negative): Very high in phosphorus and should be avoided or severely limited. | heavy whipping cream (negative): A dairy product that is high in phosphorus and potassium."
German Schwenkbraten,7,0,1,0,"garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | curry powder (positive): A good salt-free flavor alternative, assuming no salt is added to the blend. | thyme (positive): Herb that provides flavor without adding sodium. | paprika (positive): A salt-free spice that is excellent for flavoring food. | cayenne pepper (positive): A spice that can add flavor to food without adding sodium. | oregano (positive): A salt-free herb that is excellent for flavoring food. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | mustard (very negative): Prepared mustard is typically very high in sodium."
Easy Gazpacho,7,1,3,0,"basil (positive): A fresh herb that adds flavor without sodium, potassium, or phosphorus. | tomato juice (very negative): A concentrated source of potassium and often has high added sodium. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | lemon juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | green bell pepper (positive): A low-potassium vegetable and a good source of vitamins. | red wine vinegar (positive): A good way to add flavor without salt; low in sodium, potassium, and phosphorus. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | cucumber (positive): Low in potassium and good for hydration. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets."
Lentil Stew,2,0,4,0,"potato (very negative): Very high in potassium, a mineral that must be strictly limited for kidney patients. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | lentil (very negative): Extremely high in both potassium and phosphorus, which must be restricted for most kidney patients. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets."
Panang Curry with Tofu and Vegetables,2,6,4,0,"tofu (negative): A source of protein, phosphorus, and potassium that requires portion control. | carrot (negative): Contains a significant amount of potassium and should be eaten in limited quantities. | broccoli floret (negative): High in potassium and should be eaten in small, controlled portions. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | soy sauce (very negative): Extremely high in sodium, which must be severely restricted in a kidney-friendly diet. | panang curry paste (very negative): Commercially prepared pastes are typically very high in sodium. | coconut milk (negative): High in potassium and phosphorus. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | vegetarian fish sauce (very negative): Typically very high in sodium. | red bell pepper (positive): Low in potassium and an excellent source of vitamins A and C. | brown rice (negative): As a whole grain, it is higher in phosphorus and potassium than white rice."
Thịt Bò Xào Đậu (Vietnamese Stir-Fried Beef and Green Beans),3,1,1,0,"garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | soy sauce (very negative): Extremely high in sodium, which must be severely restricted in a kidney-friendly diet. | sirloin tip (negative): High in protein and phosphorus, which need to be limited in a kidney-friendly diet. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | cornstarch (positive): Low in protein, sodium, potassium, and phosphorus; a good thickener for sauces."
Beef Stroganoff,2,5,3,0,"green onion (positive): Low in sodium, potassium, and phosphorus. A good way to add flavor without salt. | sour cream (negative): High in phosphorus and potassium. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | mushroom (negative): Typically high in potassium, which needs to be limited. | condensed beef broth (very negative): Extremely high in sodium. | mustard (very negative): Prepared mustard is typically very high in sodium. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | beef chuck roast (negative): Red meat is a source of high biological value protein, but it is also high in phosphorus and potassium, which are restricted in a renal diet. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | white wine (negative): Alcohol can raise blood pressure and be hard on the kidneys. It should be limited or avoided."
Danish Butter Cookies,1,4,2,0,"baking soda (very negative): Is sodium bicarbonate, making it extremely high in sodium. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | sea salt (very negative): Contains the same amount of sodium as table salt and must be strictly limited. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | turbinado sugar (negative): Excess sugar intake should be avoided, especially with co-morbidities like diabetes. | semisweet chocolate bar (negative): Chocolate is a source of potassium and phosphorus and should be limited."
Shrimp with Lobster Sauce,3,3,3,0,"cooking sherry (very negative): Contains alcohol and is extremely high in sodium. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | soy sauce (very negative): Extremely high in sodium, which must be severely restricted in a kidney-friendly diet. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | cornstarch (positive): Low in protein, sodium, potassium, and phosphorus; a good thickener for sauces. | shrimp (negative): High in phosphorus and often prepared with high amounts of sodium."
Fast and Easy Israeli Tahini Cookies,1,2,1,0,"baking powder (very negative): Contains phosphate additives, which are a significant and easily absorbed source of phosphorus. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | tahini (negative): Made from sesame seeds, which are high in phosphorus and potassium."
Australian Damper,1,3,1,0,"milk (negative): High in potassium and phosphorus. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | self rising flour (negative): Contains leavening agents which are high in phosphorus and/or sodium."
Brazilian Bom-Bocado (Egg Custard),0,4,2,0,"parmesan cheese (very negative): Very high in sodium, phosphorus, and protein. | coconut (negative): High in potassium. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | sweetened condensed milk (very negative): Very high in both sugar and phosphorus from the milk."
Vegan Sweet Potato Chickpea Curry,7,2,3,0,"sweet potato (very negative): Extremely high in potassium, a mineral that is strictly limited for most kidney patients. | garam masala (positive): A salt-free spice blend that can be used to flavor food instead of salt. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | coconut milk (negative): High in potassium and phosphorus. | cumin (positive): A salt-free way to add flavor to food. | ginger root (positive): Anti-inflammatory properties and generally low in potassium. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | spinach (negative): Very high in potassium, which needs to be limited in most kidney diets. | turmeric (positive): Contains curcumin, which has anti-inflammatory properties that may be beneficial."
Argentinean Chimichurri Sauce,7,1,2,0,"garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | paprika (positive): A salt-free spice that is excellent for flavoring food. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | red wine vinegar (positive): A good way to add flavor without salt; low in sodium, potassium, and phosphorus. | oregano (positive): A salt-free herb that is excellent for flavoring food. | flat leaf parsley (negative): High in potassium, especially when used in large quantities rather than as a garnish. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets."
Babka,3,6,1,0,"milk (negative): High in potassium and phosphorus. | light brown sugar (negative): A source of empty calories and sugar, which should be limited, especially for those with diabetes. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | cinnamon (positive): A salt-free spice that adds flavor and may help with blood sugar control. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | active dry yeast (negative): Contains a moderate amount of phosphorus, which should be limited in a renal diet."
Sauce Vierge,4,0,2,0,"kalamata olive (very negative): Cured in brine and are extremely high in sodium. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | basil leaf (positive): A fresh herb that adds flavor without sodium, potassium, or phosphorus. | lemon juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | extra virgin olive oil (positive): A healthy fat that is free of sodium, potassium, and phosphorus. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets."
Mojitos by the Pitcher,1,3,0,0,"rum (negative): Alcohol should be limited as it can dehydrate and stress the kidneys. | club soda (negative): Can be high in sodium and may contain phosphate additives. | lime (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease."
Paneer Tikka Masala,6,4,3,0,"ginger paste (positive): Anti-inflammatory properties and generally low in potassium. Check label for added sodium. | garam masala (positive): A salt-free spice blend that can be used to flavor food instead of salt. | cayenne pepper (positive): A spice that can add flavor to food without adding sodium. | paneer (negative): A type of cheese that is high in protein and phosphorus. | tomato sauce (very negative): Very high in potassium and typically very high in sodium. | garlic paste (negative): Often contains added salt; check the label for a salt-free version. | cumin (positive): A salt-free way to add flavor to food. | half and half (negative): A dairy product that is high in phosphorus and potassium. | green bell pepper (positive): A low-potassium vegetable and a good source of vitamins. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | cashew (very negative): Nuts are very high in potassium and phosphorus."
The Best Thai Peanut Sauce,5,2,3,0,"peanut butter (negative): High in phosphorus, potassium, and often contains added sodium. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | soy sauce (very negative): Extremely high in sodium, which must be severely restricted in a kidney-friendly diet. | coconut milk (negative): High in potassium and phosphorus. | cilantro (positive): A low-potassium herb that adds flavor without sodium. | lime juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | fish sauce (very negative): Extremely high in sodium. | hot sauce (very negative): Extremely high in sodium, which increases blood pressure and fluid retention, straining the kidneys. | ginger root (positive): Anti-inflammatory properties and generally low in potassium."
Kraut Bierocks,4,4,5,0,"ground beef (negative): High in protein and phosphorus, which need to be carefully managed in a kidney diet. | baking powder (very negative): Contains phosphate additives, which are a significant and easily absorbed source of phosphorus. | milk (negative): High in potassium and phosphorus. | cabbage (positive): Low in potassium, phosphorus, and sodium, making it an excellent choice for a kidney-friendly diet. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | italian sausage (very negative): A processed meat that is very high in sodium, protein, and phosphorus. | american cheese (very negative): Processed cheese is extremely high in sodium and phosphate additives, which are very harmful for kidney disease. | mustard (very negative): Prepared mustard is typically very high in sodium. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | active dry yeast (negative): Contains a moderate amount of phosphorus, which should be limited in a renal diet."
Citrus Ceviche,7,1,3,0,"orange juice (very negative): A concentrated source of potassium, which is typically restricted in a kidney diet. | ginger (positive): Has anti-inflammatory properties and adds flavor without sodium. | sea bass fillet (positive): A good source of high-quality protein and omega-3 fatty acids. | avocado (very negative): Extremely high in potassium. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | lemon juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | cilantro (positive): A low-potassium herb that adds flavor without sodium. | lime juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt."
Stroopwafels with Treacle,2,6,1,0,"milk (negative): High in potassium and phosphorus. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | cinnamon (positive): A salt-free spice that adds flavor and may help with blood sugar control. | soft brown sugar (negative): High in sugar; brown sugar also contains more potassium than white sugar. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | active dry yeast (negative): Contains a moderate amount of phosphorus, which should be limited in a renal diet. | black treacle (very negative): A form of molasses that is extremely high in potassium."
Hawaiian Chocolate Macadamia Nut Tart,0,9,0,0,"light corn syrup (negative): A source of empty calories and sugar, which should be limited, especially for those with diabetes. | pie crust (negative): Often high in sodium and may contain phosphorus additives. | semisweet chocolate chip (negative): Chocolate is a source of potassium and phosphorus and should be limited. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | macadamia nut (negative): All nuts are high in phosphorus and potassium. While lower than some other nuts, they should still be limited. | unsweetened coconut flake (negative): High in potassium. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | margarine (negative): Often high in sodium, unhealthy fats, and may contain phosphate additives."
Simply Guacamole,3,0,2,0,"green onion (positive): Low in sodium, potassium, and phosphorus. A good way to add flavor without salt. | avocado (very negative): Extremely high in potassium. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | lemon juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | cilantro (positive): A low-potassium herb that adds flavor without sodium."
Crispy Roasted Chicken,6,0,1,0,"kosher salt (very negative): Is a source of pure sodium, which must be strictly limited to control blood pressure and fluid retention. | sage (positive): A salt-free herb that can be used to add flavor. | paprika (positive): A salt-free spice that is excellent for flavoring food. | rosemary (positive): A salt-free herb that can be used to add flavor. | garlic powder (positive): A good salt-free seasoning to add flavor to food. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | onion powder (positive): A good salt-free alternative for adding flavor to food."
Capirotada (Mexican Bread Pudding),2,2,3,0,"walnut (very negative): Very high in phosphorus and potassium. | cinnamon stick (positive): A salt-free spice that adds flavor and may help with blood sugar control. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | raisin (very negative): Dried fruit that is extremely high in potassium. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | colby longhorn cheese (very negative): All cheese is very high in sodium and phosphorus."
Poffertjes (Dutch Mini Pancakes),0,4,1,0,"milk (negative): High in potassium and phosphorus. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | maple syrup (negative): High in sugar, which should be limited to manage blood sugar and weight. | self rising flour (negative): Contains leavening agents which are high in phosphorus and/or sodium."
Chilled Russian Salad Dressing,1,2,3,0,"ketchup (very negative): Very high in sodium and often contains added sugars. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | worcestershire sauce (very negative): Extremely high in sodium, which must be strictly limited to manage blood pressure and fluid balance. | mayonnaise (negative): High in sodium and fat; may contain phosphate additives. | chili sauce (very negative): Typically extremely high in sodium. | horseradish (negative): Prepared versions are often very high in sodium."
Chokladbiskvier (Swedish Chocolate Meringue Cookies),1,4,2,0,"bread crumb (negative): Often very high in sodium; check labels for low-sodium versions. | unsweetened cocoa powder (negative): High in potassium and phosphorus. | semisweet chocolate (negative): Chocolate is a source of potassium and phosphorus and should be limited. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | almond (very negative): Nuts are very high in potassium, phosphorus, and oxalates. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | egg white (positive): An excellent source of high-quality protein that is low in phosphorus."
Sausage and Pepper Penne,8,1,4,0,"orange bell pepper (positive): Low in potassium and a good source of vitamins A and C. | basil (positive): A fresh herb that adds flavor without sodium, potassium, or phosphorus. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | mushroom (negative): Typically high in potassium, which needs to be limited. | tomato sauce (very negative): Very high in potassium and typically very high in sodium. | green bell pepper (positive): A low-potassium vegetable and a good source of vitamins. | garlic powder (positive): A good salt-free seasoning to add flavor to food. | oregano (positive): A salt-free herb that is excellent for flavoring food. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | smoked sausage (very negative): Extremely high in sodium and often contains phosphate additives. | red bell pepper (positive): Low in potassium and an excellent source of vitamins A and C."
Chicken Jalfrezi,6,1,2,0,"garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | chili powder (negative): Commercial chili powders are often high in sodium. | cumin (positive): A salt-free way to add flavor to food. | cilantro (positive): A low-potassium herb that adds flavor without sodium. | ginger root (positive): Anti-inflammatory properties and generally low in potassium. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | tomato (very negative): Very high in potassium, which is often restricted in kidney diets. | turmeric (positive): Contains curcumin, which has anti-inflammatory properties that may be beneficial."
Philippine Longanisa de Eugenio (Sweet Sausage),5,1,2,0,"ginger (positive): Has anti-inflammatory properties and adds flavor without sodium. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | curing salt (very negative): Extremely high in sodium; used to make processed meats. | distilled white vinegar (positive): A sodium-free way to add flavor and acidity to dishes. | oregano (positive): A salt-free herb that is excellent for flavoring food. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | pepper (positive): An excellent salt-free seasoning alternative to help control sodium intake."
Apple Cinnamon Oatmeal Muffins,4,5,3,0,"applesauce (positive): Low in potassium, phosphorus, and sodium, especially unsweetened varieties. A kidney-friendly fruit choice. | baking powder (very negative): Contains phosphate additives, which are a significant and easily absorbed source of phosphorus. | baking soda (very negative): Is sodium bicarbonate, making it extremely high in sodium. | milk (negative): High in potassium and phosphorus. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | quick cooking oat (negative): Oats are a whole grain, which are typically high in phosphorus and potassium. | cinnamon (positive): A salt-free spice that adds flavor and may help with blood sugar control. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly. | brown sugar (negative): Contains a significant amount of potassium compared to white sugar. | apple (positive): Low in potassium and a good source of fiber, making it a kidney-friendly fruit."
Peruvian Chicha Morada Drink,4,2,0,0,"dried purple corn (negative): Corn is a source of phosphorus and potassium, which are concentrated when dried. | cinnamon stick (positive): A salt-free spice that adds flavor and may help with blood sugar control. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | lemon (positive): An excellent way to add flavor to foods and drinks without sodium. It is also low in potassium. | brown sugar (negative): Contains a significant amount of potassium compared to white sugar. | apple (positive): Low in potassium and a good source of fiber, making it a kidney-friendly fruit."
Swedish Pancakes (Vegan),1,4,1,0,"vegan butter (negative): Can be high in sodium and unhealthy fats. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | maple syrup (negative): High in sugar, which should be limited to manage blood sugar and weight. | water (positive): Crucial for flushing toxins, though intake may be restricted in late-stage disease. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | spelt flour (negative): As a whole grain, it is higher in potassium and phosphorus than refined white flour."
Flan Mexicano (Mexican Flan),1,5,3,0,"orange juice (very negative): A concentrated source of potassium, which is typically restricted in a kidney diet. | orange peel (negative): Contains a significant amount of potassium. | sweetened condensed milk (very negative): Very high in both sugar and phosphorus from the milk. | milk (negative): High in potassium and phosphorus. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | cornstarch (positive): Low in protein, sodium, potassium, and phosphorus; a good thickener for sauces. | heavy cream (negative): A dairy product that is high in phosphorus and potassium. | egg yolk (very negative): Very high in phosphorus and should be avoided or severely limited."
Lisa's Jerk Chicken,9,0,2,0,"orange juice (very negative): A concentrated source of potassium, which is typically restricted in a kidney diet. | ginger (positive): Has anti-inflammatory properties and adds flavor without sodium. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | soy sauce (very negative): Extremely high in sodium, which must be severely restricted in a kidney-friendly diet. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | lime (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | cinnamon (positive): A salt-free spice that adds flavor and may help with blood sugar control. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | nutmeg (positive): A good salt-free spice for flavoring. | thyme (positive): Herb that provides flavor without adding sodium. | white vinegar (positive): A good way to add flavor to foods without adding sodium, potassium, or phosphorus."
Sesame-Seared Tuna,2,5,1,0,"mirin (negative): Contains both sodium and sugar. | honey (negative): A source of sugar and potassium; should be consumed in moderation. | sesame seed (negative): High in phosphorus and should be limited. | tuna steak (negative): High in protein and phosphorus, requiring portion control. | rice wine vinegar (positive): A low-sodium way to add flavor to foods. | soy sauce (very negative): Extremely high in sodium, which must be severely restricted in a kidney-friendly diet. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | wasabi paste (negative): Often high in sodium."
Puerto Rican Breakfast Custard,2,2,1,0,"milk (negative): High in potassium and phosphorus. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | cinnamon (positive): A salt-free spice that adds flavor and may help with blood sugar control. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | cornstarch (positive): Low in protein, sodium, potassium, and phosphorus; a good thickener for sauces."
Sesame Jellyfish Salad,4,2,1,0,"ginger (positive): Has anti-inflammatory properties and adds flavor without sodium. | green onion (positive): Low in sodium, potassium, and phosphorus. A good way to add flavor without salt. | jellyfish (very negative): Typically preserved and sold in a high-sodium brine. | cilantro (positive): A low-potassium herb that adds flavor without sodium. | low sodium soy sauce (negative): While lower in sodium than regular soy sauce, it is still a very high-sodium ingredient and should be used sparingly, if at all. | rice vinegar (positive): A low-sodium way to add flavor to foods. | white sesame seed (negative): High in phosphorus."
Portuguese Cod Fish Casserole,4,0,2,0,"potato (very negative): Very high in potassium, a mineral that must be strictly limited for kidney patients. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | paprika (positive): A salt-free spice that is excellent for flavoring food. | tomato sauce (very negative): Very high in potassium and typically very high in sodium. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt."
Red Currant Pie,2,3,1,0,"baking powder (very negative): Contains phosphate additives, which are a significant and easily absorbed source of phosphorus. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | sugar (negative): Should be limited, especially for those with diabetes, a leading cause of kidney disease. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | cornstarch (positive): Low in protein, sodium, potassium, and phosphorus; a good thickener for sauces. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly."
Brazilian Banana Bread,3,2,3,0,"banana (very negative): Famously high in potassium and one of the first fruits to be limited for kidney patients. | baking powder (very negative): Contains phosphate additives, which are a significant and easily absorbed source of phosphorus. | milk (negative): High in potassium and phosphorus. | cinnamon (positive): A salt-free spice that adds flavor and may help with blood sugar control. | egg white (positive): An excellent source of high-quality protein that is low in phosphorus. | all purpose flour (positive): Refined flour is lower in potassium and phosphorus than whole grain flours, making it a better choice for a renal diet. | margarine (negative): Often high in sodium, unhealthy fats, and may contain phosphate additives. | egg yolk (very negative): Very high in phosphorus and should be avoided or severely limited."
Arabic Fattoush Salad,7,1,0,0,"sumac (positive): A spice with a tart flavor that is an excellent substitute for salt. | garlic (positive): Excellent for adding flavor without sodium and has potential anti-inflammatory properties. | english cucumber (positive): Low in potassium, phosphorus, and sodium. | italian parsley (positive): A fresh herb that adds flavor to food without adding sodium. | olive oil (positive): A healthy, phosphorus-free fat source with anti-inflammatory properties, excellent for kidney-friendly cooking. | lemon juice (positive): Source of citrate, which can help prevent certain types of kidney stones. Low in potassium and sodium. | grape tomato (negative): Tomatoes are high in potassium. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt."
Christmas Brunch Casserole,1,4,4,0,"hash brown potato (very negative): Potatoes are very high in potassium. Processed versions are also typically high in sodium. | milk (negative): High in potassium and phosphorus. | salt (very negative): The primary source of sodium, which must be strictly limited to control blood pressure and fluid retention. | mushroom (negative): Typically high in potassium, which needs to be limited. | bacon (very negative): A processed meat that is very high in sodium and often contains phosphorus additives. | egg (negative): The yolk is very high in phosphorus. Egg whites are a better choice. | garlic salt (very negative): A combination of garlic powder and salt, making it very high in sodium. | onion (positive): Low in sodium, potassium, and phosphorus; an excellent base for flavoring dishes without added salt. | butter (negative): High in saturated fat. Salted butter is very high in sodium. Unsalted should be used sparingly."
